1,-30.6708,-177.0325,10,5,76,1.62,0.67,10.6,1.9
1,-27.1565,-177.4843,106.02,4.6,94,2117,0.82,10.9,7.6
1,-20.4981,-177.5406,542.66,4,268,20804,0.46,25,28.6
1,-20.2698,-177.5558,514.82,4.5,91,4854,0.51,8.1,7.3
1,-18.0425,-177.7318,604.78,4.5,80,3732,0.63,10.3,6.7
1,-32.2237,-177.7736,10,4.6,183,2972,1.07,10,1.9
1,-20.4384,-177.7927,523.81,4.5,46,4755,0.72,12.4,6
1,-21.9711,-177.9056,375.33,4.3,104,5669,0.54,11.1,8.8
1,-31.3704,-177.9403,10,4.4,180,2118,0.26,12.8,1.9
1,-29.5861,-177.9434,74.86,4.4,173,0.34,0.56,15.2,4.3
1,51.3176,-178.0461,57.3,3.5,206,447,0.39,6.3,13.8
1,-18.2777,-178.1509,547.05,4,168,3651,0.46,11.3,11.3
1,-18.1519,-178.1714,526.41,4.5,54,3617,0.88,8.9,5
1,-20.6831,-178.2104,444.83,4.4,93,6341,0.89,12.5,8.4
1,51.3911,-178.3604,33.25,3.6,202,327,0.57,3.1,10.3
1,-17.6754,-178.4516,510.72,4.1,120,3332,1.28,15.1,8.9
1,-17.9217,-178.4648,552.4,4.3,115,3321,0.98,12.3,6.9
1,-20.9226,-178.4736,577.34,4.4,119,4555,0.42,12.8,13.2
1,-17.6387,-178.4892,549.68,4.2,166,3298,0.41,10.6,9.8
1,-20.8092,-178.5491,600.91,4.1,224,4426,0.28,13.8,11.4
1,-17.7674,-178.5504,607.35,4.1,138,3237,0.47,11.4,11.1
1,-20.8886,-178.6924,617.81,4.4,101,4384,0.73,10.5,7.8
1,-17.7666,-178.7047,583.98,4.1,121,3.09,0.62,14.2,7.2
1,-18.0253,-178.8835,601.5,4.1,228,2.93,0.69,32.4,10.5
1,-33.5133,-178.9678,35,4.4,168,4346,0.76,12.3,1.9
1,-34.2418,-179.0327,10,5.4,81,3955,1,10.4,1.9
1,-29.3023,-179.5299,375.65,4,104,1399,0.57,13.2,11.1
1,-24.16,-179.7496,507.71,4.2,122,6705,1.2,15.6,9.3
1,-23.3026,-179.8542,545.15,4.4,113,5867,0.88,13.1,10.2
1,51.1128,-179.8812,53.53,4.2,230,578,0.85,14,24.2
1,50.7576,-179.9627,10,3.9,237,775,0.76,10.1,2
1,-23.5052,-179.9905,580.32,4.3,96,6017,0.57,12.6,9.8
1,-24.4488,-179.9913,508.18,4.4,113,6915,1.13,14.5,2.9
1,67.5342,-18.7145,10,4.2,98,8395,0.33,7.8,1.9
1,-0.2311,-18.7406,10,4.5,101,8808,0.72,7.9,1.9
1,0.4507,-25.0795,10,4.9,38,12476,0.66,11.8,1.8
1,-58.5705,-25.1395,10,4.4,94,15982,0.76,12,1.6
1,-58.0753,-25.7163,69.39,5,89,7.11,0.85,7.5,8.7
1,-55.7762,-25.8969,10,4.4,95,6271,0.83,14.4,1.8
1,82.7787,-26.3046,10,4.6,48,7048,0.56,6.5,1.6
1,-56.0143,-26.6438,35,5.1,57,5905,0.79,11.9,1.9
1,-56.3022,-27.0338,97.6,5.1,68,5767,0.67,9.5,6.4
1,-56.1343,-27.2303,104.39,4.6,73,5615,0.7,9.8,5.3
1,-56.1607,-27.3893,101.26,4.5,102,5537,0.63,11.3,5.6
1,-55.6627,-28.1382,10,5.2,107,5005,0.6,11.7,1.9
1,59.9215,-29.7915,10,4.4,120,6.24,0.98,5.2,1.9
1,59.9482,-29.8363,10,4.8,72,6232,0.64,2.8,1.9
1,59.7915,-29.8372,10,4.5,52,19782,0.46,4.3,1.8
1,59.9096,-29.9821,10,4.5,66,6306,0.52,8,1.7
1,5.7752,-32.9332,10,4.7,70,11901,1.32,10.3,1.9
1,-55.1462,-35.7464,10,4.4,79,965,0.43,7.9,1.8
1,81.3019,-4.5713,10,4.2,95,3707,0.59,10.2,1.9
1,31.01,-41.3462,10,5.1,112,21935,1.18,14,1.9
1,24.8596,-45.8863,10,5.1,75,17367,0.92,11.3,1.9
1,17.1878,-62.0908,108.34,4.3,100,559,0.36,9.7,10.5
1,-22.4931,-66.3598,249.11,4.3,87,1.74,0.89,11.8,9.2
1,-24.1481,-66.7338,180.83,4.2,82,1782,0.69,9.4,11.3
1,-23.9877,-66.8418,218.35,4.5,58,1603,0.56,6.8,15
1,-23.9768,-66.8783,196.49,4.2,60,1.57,0.97,9.5,11.9
1,-24.0396,-66.9985,222.49,4,54,1531,0.88,6.9,8.1
1,-24.1872,-67.0642,174.01,5,34,1599,1.35,7.5,6.3
1,-23.3583,-67.0925,213.92,4.2,78,1078,0.74,5.6,13.7
1,-20.9215,-67.2693,195.09,4.3,39,1929,0.67,7.4,7
1,-24.2103,-67.2841,209.2,4.4,74,1497,1,11.3,18.7
1,-24.2746,-67.2863,152.59,4.7,36,1.55,0.89,8,7.1
1,-24.2937,-67.3925,189.47,4.2,94,1517,0.78,10.7,9.3
1,-29.2649,-67.9878,99.4,4.9,46,1966,0.75,7.3,5.2
1,-22.0064,-68.5455,114.1,4.2,44,679,0.47,4.2,6
1,-28.8317,-68.8227,82.7,4.5,38,1273,0.61,6.7,7.5
1,-20.6766,-68.8769,108.99,4.2,44,592,0.64,5.8,5.9
1,-29.1699,-69.0388,15.9,4.1,112,1131,0.86,5.2,2.9
1,-21.1131,-69.0743,132.21,4.4,41,392,0.98,6.1,5.9
1,-19.9826,-69.1194,93.25,3.9,102,0.16,0.95,5.8,7.3
1,-19.4565,-69.1952,114.65,4.2,47,0.21,0.72,4.1,5.5
1,-31.2314,-69.2105,118.22,4,47,548,0.58,4.5,6.1
1,-21.44,-69.4705,22.6,4.4,53,395,1,2.3,9.3
1,-24.2231,-69.6777,101.37,4.2,97,773,1.02,7.4,6.6
1,-17.9984,-69.9744,126.86,4.3,88,509,0.74,6.9,5.5
1,-18.8106,-70.0228,71.92,4.7,117,349,0.91,6.5,5.2
1,-19.3292,-70.1091,57.09,4.1,161,267,0.62,5.8,10.9
1,-19.0659,-70.1252,70.27,4.3,151,488,0.69,4.9,7.7
1,-19.2393,-70.1387,31.75,4,134,356,0.97,3.5,6.6
1,-15.6471,-70.2695,233.06,4.3,144,2074,1.38,11,10.4
1,-22.8091,-70.3939,33.64,4.6,118,182,1,5.1,5.4
1,-24.4196,-70.5466,57.48,4.1,179,243,0.64,8.6,8.4
1,-22.9428,-70.6446,18.86,4.3,181,417,0.52,5.7,6.8
1,-26.9677,-71.2704,10,4.9,149,399,1.13,5.6,1.8
1,-33.3848,-71.3341,49.69,3.9,121,206,0.29,3.4,5.2
1,-31.7572,-71.6142,35,4.3,115,614,0.55,5.5,1.9
1,-31.4269,-71.8267,41.73,4.4,93,741,1.18,4.7,9.1
1,-30.5637,-71.8279,27.49,4.7,111,199,0.98,4.4,4.9
1,-29.4638,-71.9674,10,4.3,200,779,0.6,2.8,2
1,-32.4155,-72.0541,10,4.5,85,655,0.81,3.6,1.9
1,-17.9059,-72.6307,10,4.4,135,2225,0.73,5,1.9
1,6.7953,-72.9332,150.97,4.6,97,2379,1.02,6.5,8.7
1,6.7596,-72.9509,156.88,4.3,46,2.34,0.52,6.1,6.4
1,6.6873,-72.9791,162.39,4.2,77,2265,0.4,8.7,8.6
1,6.7897,-73.0575,162.85,4.9,78,2305,1.07,9.6,9.4
1,-35.7431,-73.4284,10,4.2,152,1.02,0.69,7,1.9
1,5.9215,-73.5391,135.52,4.1,122,1323,0.4,11.9,6.1
1,-35.7247,-73.5781,22.25,4.4,193,1068,0.74,7.7,5.5
1,-35.6956,-73.7302,11.37,4.8,197,1137,0.69,7.8,6.6
1,-10.0791,-74.1036,141.56,4.1,85,2712,0.74,7,10.7
1,-37.5723,-74.1322,20.5,4.2,196,1115,0.34,8.3,9.2
1,-35.3243,-74.1524,10,4.6,149,3609,0.75,8.3,1.8
1,-8.6473,-74.3805,155.59,4.5,104,1892,0.97,7.9,7.3
1,-8.9059,-74.5481,143.41,4.3,78,2166,0.52,4.7,8.4
1,-47.6301,-75.5856,13.63,4.4,74,2067,1.06,8.6,2.5
1,7.4154,-77.1292,46,4.8,90,3195,0.76,9.1,8.3
1,1.1616,-78.5752,42.22,5,78,926,0.67,10.3,7
1,-44.4768,-78.9934,10,5.1,30,4091,0.83,9.1,1.7
1,18.9371,-80.8103,10,4.6,42,3186,1.54,6.4,1.9
1,18.9233,-80.8713,10.77,4.3,33,3.24,0.78,3.4,4.4
1,18.7188,-81.3585,10,4,152,3662,0.55,9.5,2
1,4.8085,-82.5627,10,4.8,156,6122,0.97,9.7,1.9
1,3.9503,-82.8369,10,4.7,145,4814,0.99,8.6,1.9
1,17.7672,-83.3411,10,4.2,79,3697,1.22,5.1,1.9
1,10.4687,-83.3416,10,4.4,131,1594,0.43,8.4,1.9
1,2.8772,-84.2556,10,4.9,146,5575,0.92,9,1.9
1,10.4835,-86.2451,10,4.6,81,763,1.47,4.7,1.9
1,11.8243,-86.6045,90.34,4.7,54,434,0.73,3.9,5.3
1,13.2549,-87.7317,170.43,4.6,133,887,1,8.1,4.9
1,12.6541,-88.1882,81.65,4.2,164,1.14,0.91,7.1,9
1,13.2142,-89.0906,73.43,4.2,166,1206,0.95,5.8,9.8
1,13.4845,-89.4794,116.91,4.1,171,916,0.75,4.8,6.7
1,13.4434,-90.9463,35,4.3,195,1297,1.2,3.5,2
1,13.6286,-91.3701,10,4.6,196,944,1.16,7.6,2
1,14.2422,-92.4819,45.24,4.2,178,812,1.31,7.7,12.3
1,15.0441,-92.6411,92.97,4.2,158,387,0.84,4.3,4.5
1,14.1228,-92.6894,21.6,4.5,181,1043,0.94,7.6,6.4
1,2.4085,-95.4759,10,4.5,187,13.06,0.54,13.2,2
1,18.8266,-95.54,10,4.2,115,3139,0.77,8.4,2
1,-36.7269,-95.8833,10,4.8,66,18004,0.81,11.6,1.9
1,16.0889,-96.0201,10,4.2,191,2845,1,5,2
1,-36.3455,-96.9085,10,4.9,148,25419,0.6,12.7,1.8
1,16.9003,-98.4343,35,4.7,156,0.67,0.93,6.3,2
1,16.1347,-98.8424,10,4,254,1444,0.68,6.1,2
1,-4.6344,101.9548,35,4.3,196,1034,0.67,7.4,2
1,-5.2757,102.5135,35,4.9,65,1.01,0.95,6,1.9
1,-6.5187,104.3051,10,4.4,101,2.53,0.87,7.3,1.9
1,-6.5461,104.3437,71.02,4.4,108,2573,1.11,10.6,9.2
1,28.6271,104.9097,33.56,4.2,62,4322,0.59,8.9,5.6
1,-6.3529,104.9569,55.83,4.4,70,2681,0.85,7.4,5.4
1,-7.4774,106.7727,72.78,4.5,129,0.87,0.79,10.8,6.8
1,-6.7286,109.4694,241.95,4.6,41,1015,1.26,6.9,4.5
1,-11.1093,115.1653,10,4.4,96,2806,1.09,8,1.9
1,-10.9365,115.1724,10,4.4,119,2649,0.87,8.8,1.1
1,-11.0926,115.1879,25.55,4.5,118,2798,1.3,8.5,4
1,-11.1703,115.1961,10,4.4,111,2873,0.76,8.2,1.9
1,-11.0171,115.2515,10,4.4,124,2753,0.67,9.1,1.9
1,-10.9995,115.2578,10,4.5,117,2739,1.01,5.2,1.9
1,-11.0503,115.2788,22.24,4.2,110,2794,0.68,5.2,6.4
1,-11.2593,115.3372,16.93,4.1,111,3007,1.05,8.4,5.2
1,-11.2102,115.4206,23.98,4.5,72,2996,0.51,9.3,5.1
1,-8.3262,116.0637,26.39,4.2,62,1896,0.97,7.5,3.6
1,-8.9544,117.7621,10,4.5,86,3601,1.4,5.2,1.9
1,0.9121,118.7541,53.61,4.7,111,2037,1.13,7.3,7
1,-9.7601,118.8493,73.37,4.1,83,3526,0.66,7.6,11.5
1,15.8415,118.9826,10,4.4,129,2.56,1.04,8.3,1.8
1,15.8153,119.0233,10,4.8,125,7231,1.12,8.6,1.9
1,-11.3894,119.2437,29.99,4.2,99,4022,0.92,8.4,6.3
1,-4.0983,120.0381,30.65,4.3,97,953,0.44,6.4,6
1,-0.9456,120.8379,42.34,4.2,66,1935,1.2,7.4,7.4
1,13.5995,120.9335,142.94,4.5,114,8706,0.78,11,8.2
1,18.9876,121.0757,35,4.4,114,3811,0.59,10.2,2
1,0.6707,121.5923,98.98,4.3,175,921,0.69,13.5,11.2
1,24.2252,122.1115,38.5,4.3,90,474,0.55,3.8,8.7
1,0.8986,122.6734,49.61,4,122,1903,0.24,5.7,14.3
1,1.4388,122.7318,35,4.5,87,1976,1.15,6.6,2
1,-7.8552,123.0049,232.22,4.3,77,1085,1.3,6.2,8.8
1,1.3652,123.0134,39.56,4.2,167,2245,0.63,10.5,10
1,24.4538,123.2569,66.11,4.3,90,224,0.85,7.2,7.9
1,-9.5053,123.5358,111.28,4.1,111,762,1.01,9.9,8.7
1,23.4898,123.6111,10,4.6,100,1117,0.8,6.1,1.9
1,5.9091,123.6473,542.9,4.3,50,2239,0.9,10.3,8.9
1,-9.2256,123.8071,102.95,4.9,61,695,1.2,7,6.5
1,78.9558,123.9108,10,4.3,89,7466,0.51,8.8,2
1,22.7786,123.9854,10,4.6,104,1903,0.76,8,1.9
1,24.0857,124.1335,10,4.6,113,1092,0.61,4.8,1.9
1,5.1328,125.2016,46.75,4.5,108,1.96,1.28,7.3,7.8
1,-0.2043,125.3145,35,4.2,84,2675,1.36,5.2,2
1,3.6989,125.3487,37.81,5,71,3356,1.11,7.3,7.4
1,24.8628,125.3962,44.13,4.7,89,2205,0.86,8.6,7.7
1,2.9337,125.5258,186.21,4.4,163,2827,1,11.7,8.5
1,9.9286,125.5311,81.12,4.2,136,2841,0.82,13.5,8.2
1,6.0874,126.0245,83.15,4.3,120,1071,0.82,11.4,9.1
1,0.6965,126.2589,10,4.3,80,1.11,0.59,7.8,1.8
1,0.4008,126.2701,22.74,4.3,66,1156,0.77,7.1,3.4
1,1.4023,126.4522,53.5,4.6,90,1108,0.65,7.3,7.4
1,1.4703,126.4658,43.93,4.8,91,1137,0.69,8.2,7.8
1,3.4007,126.4723,62.64,4.9,82,2.76,1.19,8.7,7
1,-1.1955,126.5036,38.07,5,79,2136,0.79,7.3,7.5
1,5.6458,126.5157,85.92,4,191,1693,0.51,10.7,12.4
1,23.5546,126.5223,10,4.1,108,3336,0.97,9.4,2
1,1.6233,126.5364,35,4.6,106,1185,0.54,5,2
1,6.9789,126.6847,175.31,4.3,139,1101,0.65,11.8,1.5
1,9.1299,126.8318,45.55,4.7,127,2393,0.49,11.3,7
1,-2.9424,126.8429,10,4.5,62,3726,0.66,3.4,1.9
1,2.2193,126.8598,50.68,4.2,125,1524,0.83,9.1,7.2
1,-6.8746,126.8623,404.9,4.3,53,3845,0.75,5,9.4
1,0.3175,126.9116,52.73,4.9,51,0.64,0.69,6.6,5.3
1,2.5592,127.0251,58.99,4.3,105,1807,0.61,8,7.9
1,1.6679,127.2443,115.63,4.5,164,898,0.75,10,7.7
1,2.4082,127.3384,86.56,4.9,108,1625,0.97,5.3,6.8
1,72.0966,127.3876,10,4.3,85,656,0.71,7.3,2
1,5.3662,127.5122,46.22,4.8,118,2.56,0.74,9.1,8.4
1,-6.6633,127.5565,410.91,4.5,70,3936,0.79,9.5,8.2
1,-7.8086,127.6128,127.39,4,67,3655,0.75,5.3,9.7
1,-4.3356,127.7602,281.46,4.1,63,4695,0.38,8.7,8.6
1,3.0282,127.9944,107.85,4.6,111,2327,0.38,10.1,9
1,2.8439,128.1246,129.57,4.7,85,2193,0.67,7.4,7.6
1,24.7331,128.1744,10,4.3,116,2096,0.84,8.1,1.9
1,2.6754,128.2779,137.91,4.7,80,2098,0.77,9,4.3
1,-7.5797,128.4081,127.3,4.1,45,2892,0.77,7.2,6.3
1,1.9268,128.4541,64,4.4,108,1.58,0.62,10,9
1,2.7964,128.4855,53.78,4.2,93,2301,0.5,5.5,11.5
1,-7.5529,128.5807,140.65,4.6,58,2727,1.19,6.7,7.3
1,26.5038,128.7569,17.37,4.9,72,545,0.66,5.3,4.8
1,-7.7097,129.0815,72.39,4.4,62,2213,0.89,6.3,5.1
1,-7.0405,129.1327,177.48,4.8,87,2342,0.76,9.5,10.9
1,-7.1752,129.2783,145.22,4.6,50,2157,0.81,7.6,7.5
1,-2.8436,129.8068,10,4.8,88,2.44,0.7,3.7,1.9
1,-5.8663,130.1,188.72,4.3,78,2415,0.86,7,8.2
1,-4.9252,130.4808,10,4.4,39,2661,0.83,7,1.5
1,-6.6854,130.4844,102.89,4.5,75,1521,1,8.8,7
1,-6.3848,130.9936,35,4.3,103,1616,1.17,5.3,1.9
1,-0.8455,131.4189,39.19,4.1,111,154,1.08,9.8,5.9
1,-6.5433,132.3763,10,4.4,128,1785,0.95,3.8,1.9
1,-2.2036,133.5151,39.15,4.1,76,1451,0.99,7.3,7.9
1,-1.8376,134.0941,38.01,4.6,221,2133,0.78,12,12.7
1,-4.5534,134.1981,10,4.2,123,2533,1.05,7,2
1,-3.0791,135.6338,36.06,5.1,56,3384,0.79,8.5,7.2
1,42.3191,138.3524,230.25,5,49,2344,0.49,5.2,5
1,11.1237,138.7585,48.65,5,84,15381,1,10.3,6.1
1,-2.8187,138.98,44.88,4.2,98,6723,0.55,7.3,9
1,-3.0509,139.0495,35,4.5,100,6792,1.01,3.9,2
1,-4.5952,139.0632,48.75,4.5,108,7,0.9,9.8,4.3
1,-2.9395,139.2393,35,4.6,56,1523,0.86,6.9,1.9
1,-2.8463,139.4383,108.36,4.5,57,7.18,0.79,11.5,9.5
1,27.8545,139.4779,494.01,4,88,2.52,0.55,15.1,10.8
1,36.2091,139.9626,56.26,5.1,84,185,0.84,6.4,5.7
1,27.6599,140.0181,484.98,4.1,88,2006,0.78,6.6,10.1
1,30.4983,140.2354,35,4.8,101,2633,1.06,8.6,2
1,26.3863,140.5488,430.6,4.1,112,1624,0.93,13.4,8.9
1,-1.9598,140.6026,10,4.6,64,0.56,0.8,6.4,1.9
1,-2.1096,140.7773,10,4.6,45,408,1.27,6.4,1.9
1,-2.1531,140.7807,10,4.6,61,367,1.18,8.9,1.9
1,12.0909,140.7902,41.66,4.7,74,4247,0.68,10,6.7
1,28.9487,140.9109,89.37,4.4,96,2162,0.92,8.9,7
1,36.3813,141.0864,36.24,4.9,120,2294,0.58,7.3,6.6
1,25.2312,141.1781,172.69,4.3,151,2065,0.77,11.7,7.9
1,24.6043,141.5452,182.37,4.2,131,2547,0.42,15,10.3
1,33.8485,141.6871,10,4.5,112,1727,1,7.1,1.8
1,39.7414,141.9895,54.77,4.2,122,1263,0.59,8.2,8.1
1,41.6618,141.9901,79.86,4.3,148,2495,0.39,10.4,8.4
1,41.9535,142.2847,59.85,4.5,88,1481,0.76,7.5,6.9
1,38.6159,142.3339,53.08,4.1,143,2381,0.7,7.6,8.9
1,-3.2585,142.4792,57.52,4.5,67,5028,0.62,8.1,8.3
1,-6.0159,142.5078,37.46,4.3,125,5708,1.06,12,8.3
1,28.3217,142.5272,20.12,4.7,139,1258,0.79,9.8,5.9
1,28.1038,142.5623,23.8,4.7,139,1058,0.62,6.6,4.5
1,12.2224,142.8024,88.67,4.5,94,2429,0.4,10.9,8.3
1,40.7063,143.7654,10,4.5,188,2053,0.49,7.4,1.8
1,23.0399,143.9389,10,4.4,52,4.34,1.19,12,1.8
1,22.9273,143.9418,10,4.5,135,4445,1.01,8.2,1.8
1,12.5196,143.9972,10,5,71,1.36,0.69,10.4,1.9
1,22.8712,144.0567,10,5,46,4536,0.87,10.6,1.8
1,40.6535,144.0787,27.47,4.3,136,2294,0.65,6,6.2
1,22.8987,144.0793,10,4.8,78,4518,1.07,9.9,1.8
1,37.8986,144.0826,10,4.4,134,3715,1.05,11.2,1.9
1,22.9058,144.1424,10,4.3,84,4534,1.35,10.7,1.6
1,-5.1724,144.1948,98.47,5.2,33,4436,1.08,7.7,7.2
1,12.4195,144.2291,47.58,4.4,168,1319,1.03,8.8,9.2
1,23.0365,144.3214,10,4.2,213,4482,1.23,11.3,2
1,22.9912,144.4947,10,4.2,219,4592,0.66,12.3,2
1,20.6676,144.7696,110.97,5.2,45,5483,0.95,9.6,5
1,13.8873,144.8911,158.35,4.2,66,297,0.63,13.3,6.6
1,22.5806,144.8923,10,4.2,145,5124,0.68,7.4,1.9
1,13.8891,145.1388,140.34,4.1,161,397,0.44,13.7,2.8
1,16.6355,145.3584,291.46,4.2,135,1447,0.82,10.5,10
1,18.7451,145.4851,578.14,4,74,3496,0.47,12.5,10.1
1,17.8399,145.7474,188.8,4.6,129,2584,0.44,13,9.9
1,-5.2113,145.9056,93.99,4,118,4347,0.84,10.2,12.8
1,-5.6371,145.9244,94,4.2,67,3848,0.71,8.9,7.5
1,13.1415,146.5122,10,4.6,83,1.66,0.44,10.7,1.9
1,-5.6853,146.5578,67.93,4.4,95,3706,0.72,9.6,9
1,-2.9375,146.6487,10,4.5,64,1141,0.85,6.8,1.9
1,-3.1052,146.8024,10,4.9,73,1195,0.83,7.1,1.9
1,-6.6257,146.9237,86.84,4.3,79,2771,0.47,8.5,10.4
1,-3.1476,147.1065,10,4.3,136,1127,0.9,7.2,2
1,44.0412,147.1268,87.47,4.4,152,3268,0.58,16.3,18.1
1,-6.1921,147.5193,50.5,4.7,39,3211,0.76,5.1,6.7
1,-6.1086,147.6482,66.05,4.2,113,3.31,0.46,9.6,8.6
1,-6.0777,147.7282,35,4.9,65,3353,1.21,6.6,1.9
1,-8.6406,148.1134,111.01,4.5,86,1209,0.62,4.5,6.3
1,-0.9997,148.2579,10,4.4,62,1367,0.65,9,1.9
1,-6.3083,148.7672,54.7,4.7,100,3464,0.84,10.6,7.7
1,-6.2735,148.9159,62.39,4.9,69,3564,0.42,8.2,7.8
1,45.5262,149.9103,111.77,4.3,146,5162,1.52,13.5,10.4
1,45.2502,150.0761,35,5,130,5366,0.97,10,1.9
1,46.6816,150.1807,166.17,4.1,135,5101,0.65,12.9,8.6
1,-1.2756,150.1978,10,5,96,2931,0.67,8,1.9
1,-8.2116,150.3997,10,4.7,149,3414,0.86,9.4,1.9
1,-6.2177,151.4397,10,5,74,2138,0.57,4.5,1.8
1,-5.7877,151.7568,59.7,4.5,152,1637,0.68,7.5,8.3
1,-5.9659,151.8354,10,4.6,83,1793,0.66,11.5,1.9
1,-4.2228,151.9368,10,5.3,57,228,1.01,10,1.9
1,-4.2878,151.9484,11.37,4.5,57,235,1.06,5.2,3.9
1,-4.2328,152.0248,10,4.8,69,144,1.04,4,1.9
1,-4.2858,152.0429,10,4.2,147,152,0.74,7,1.7
1,-5.3412,152.5493,44.16,5.1,100,1205,0.73,8.3,8.1
1,-4.6096,153.0953,60.12,4.4,126,1017,0.68,9.8,7.7
1,-5.1742,153.6213,87.5,4.2,119,1.75,0.63,12.3,11.6
1,48.8364,153.6403,155.23,4.6,92,4986,0.57,9.7,6
1,-4.6418,153.7234,116.22,4.6,66,1618,0.77,8.9,5.8
1,-4.5699,153.8807,225.29,4.4,90,1752,0.64,12.8,6.6
1,-4.3622,154.1128,362.03,4.9,17,1951,0.73,9,4.8
1,-6.5148,154.2192,10,4.3,186,7558,0.57,13.7,2
1,49.7204,154.3547,146.83,4.7,162,8204,0.66,13.3,9.5
1,48.2105,154.4678,35,5.2,115,5504,0.9,8.3,1.9
1,-5.7581,154.5734,145.57,4.4,91,2861,0.83,7,8.2
1,-6.1764,155.0618,116.23,4.5,104,3495,0.8,10.5,8.5
1,-7.3439,156.1651,59.75,5,73,4282,0.62,8.7,7.3
1,50.9635,156.9199,84.84,4.3,110,2201,0.75,12.4,7.3
1,49.0852,157.8083,10.78,4.3,138,3979,0.63,7.2,5.2
1,48.8459,157.8373,10,4.6,136,4214,0.75,9.7,1.9
1,49.1248,157.8555,10,4.4,133,3935,0.62,6.2,1.9
1,49.2537,157.9223,10,4.3,136,3802,0.76,11.3,1.9
1,49.1524,157.9316,37.86,5.2,66,3902,0.74,8.5,5.2
1,49.0965,157.9595,10,4.4,136,3956,0.73,9.3,1.9
1,49.2256,158.0086,10,4.5,138,3824,1.02,9.6,1.9
1,49.0475,158.0135,10,4.1,96,4001,0.48,11.8,1.9
1,-8.9733,158.1255,10,4.3,215,1857,0.86,10.7,2
1,49.2311,158.1315,36.43,5.1,81,3811,0.94,8.5,4.8
